Listing,Company,Location,Job Type,Post Date,Link,Experience,Soft Skills,Qualifications
Assistente Administrativo (Exclusivo PcD) - Remoto,Gran Cursos Online,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b50057f4fdab8dd66faa9-assistente-administrativo-exclusivo-pcd---remoto,,"Great communication skills, Highly organized and proactive"," Qualifications:  Bachelor's degree, Proficiency in Portuguese, Office package skills. "
Desenvolvedor Full stack Pleno,VEGA,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b3afc7f4fdab8dd6456c9-desenvolvedor-full-stack-pleno,,"Team player, Proactive and analytical thinker"," Qualifications:  Experience in Java + Spring boot + PostgreSQL stack, Proficient in Vue/Vuex/Nuxt, Knowledge of Restful APIs development, Familiarity with agile methodologies, Bachelor's degree in related field. "
Analista de Qualidade (QA) Pleno,VEGA,"Remote:Brazil, Delaware (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b50047f4fdab8dd66fa59-analista-de-qualidade-qa-pleno,,"Effective communication skills, Attention to detail, Analytical thinking, Problem-solving abilities"," Qualifications:  Ability to map scenarios and create test plan, Clear communication and writing skills, Experience with Agile software development methodologies, Knowledge of backend testing and SQL, Familiarity with web testing tools and GIS. "
Product Manager Especialista II - Venda Direta (Operações/Logística) - Afirmativa para Talentos Diversos,Grupo Boticário,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd6456c5-product-manager-especialista-ii---venda-direta-operacoes-logistica---afirmativa-para-talentos-diversos,Mid-level (2-5 years),"Collaborative teamwork, Clear communication skills, Analytical decision-making, Proactive mindset"," Qualifications:  Experience in successful digital products, Agile methodology experience, Familiarity with UX and innovation. "
UX Writer Sr,Anota AI,"Remote:Suriname, Brazil",Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd6456c1-ux-writer-sr,Mid-level (2-5 years),"Analytical thinker, Proactive problem-solver, Excellent communicator, Team player"," Qualifications:  UX Writing (advanced), Conversational flow construction (advanced), Data analysis methodology (intermediate), Chatbot curation concept (advanced), Research and Storytelling (intermediate). "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:India,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd6456b3-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Write readable, reusable, maintainable code, Excellent communication skills"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science or equivalent experience, 3+ years experience as a full-stack engineer in React.js and Node.js. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Africa,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd6456af-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Excellent communication skills, Team player"," Qualifications:  Bachelor’s/Master’s degree in Engineering or Computer Science, 3+ years experience in full-stack engineering, React.js, Node.js, and JavaScript/Typescript. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Sweden,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd6456a9-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Team player, Excellent communication skills"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science or relevant experience, 3+ years experience in full-stack development with React.js and Node.js, Experience in developing web apps using scalable architectures. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Japan,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd6456a5-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Excellent communication skills, Analytical thinking"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science or equivalent, 3+ years experience in React.js and Node.js, Javascript or Typescript. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Costa Rica,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd64569f-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Excellent spoken and written English communication skills, Team player with proactive mindset"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science or equivalent experience, 3+ years experience in full-stack engineer, React.js and Node.js. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Venezuela,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd645699-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Write readable, reusable, maintainable code, Effective communication skills"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science or equivalent experience, 3+ years experience in full-stack engineering, React.js, Node.js, Javascript/Typescript. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Peru,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd645693-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Effective team player, Outstanding communication skills"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science or equivalent, 3+ years experience in full-stack engineering, React.js, Node.js, and Javascript/Typescript. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Colombia,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd64568f-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Team player, Excellent communication skills"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience), 3+ years experience as a full-stack engineer with React.js and Node.js. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Norway,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd645688-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Excellent written and spoken communication, Collaborative team player"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science or equivalent experience, 3+ years experience as full-stack engineer in web application development, Experience in React.js, Node.js, Javascript or Typescript, Strong understanding of JavaScript ES6, modular development, and scalable architectures. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Denmark,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd645683-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Team player, Excellent written and spoken communication"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science, 3+ years experience in full-stack development, React.js, Node.js, Javascript/Typescript. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Portugal,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd64567e-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Team player, Excellent communication skills"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science or equivalent, 3+ years experience in full-stack engineering, React.js, Node.js, and JavaScript/Typescript. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Greece,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd645676-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Excellent communication skills, Team player"," Qualifications:  Bachelor’s/Master’s in Engineering, Computer Science or equivalent experience, 3+ years web app development with React.js and Node.js. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Czechia,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd645671-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Team player, Excellent communication skills"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science, 3+ years experience as a full-stack engineer in React.js and Node.js. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Belgium,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd64566c-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Team collaboration, Clear communication, Analytical thinking"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science or relevant experience, 3+ years experience in web development with React.js and Node.js. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Spain,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd645667-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Team player, Excellent communication skills"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science, 3+ years experience as a full-stack engineer. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Singapore,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd64565f-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Team player, Excellent communication skills"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science, 3+ years experience in full-stack development with React.js and Node.js, Experience with developing web apps using scalable architectures. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd64565b-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"Team player, Excellent communication skills"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science or equivalent, 3+ years experience in front-end or full-stack engineering. "
Full Stack Engineer Node & React- LLM Project,Yo Hr Consultancy,Fixed term38 - 58KRemote:Australia,Full remote,3 days ago,https://jobgether.com/offer/666b3afa7f4fdab8dd645657-full-stack-engineer-node-react--llm-project,Mid-level (2-5 years),"great written communication skills, proactive in ensuring code quality"," Qualifications:  Bachelor’s/Master’s degree in Engineering, Computer Science, 3+ years experience as full-stack engineer in React.js and Node.js. "
Test Manager -  SAP SuccessFactors,Ten10,Remote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b501b7f4fdab8dd6702e2-test-manager---sap-successfactors,,"Team player, Excellent communication"," Qualifications:  Experience in HR systems, specifically SAP SuccessFactors, Strong stakeholder management skills. "
Senior Test Analyst - SAP SuccessFactors,Ten10,Remote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b50187f4fdab8dd6701cc-senior-test-analyst---sap-successfactors,Mid-level (2-5 years),"Effective stakeholder communication, Collaborative team player"," Qualifications:  12 months experience in SAP SuccessFactors, 3 years+ functional test experience. "
Sales Support Manager,Commsignia,Remote:Hungary,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd6456bd-sales-support-manager,,"Independent thinker, Result-oriented attitude, Self-starter, Ownership mindset"," Qualifications:  Strong communication skills in English, Sales operative/project management background, Reporting knowledge, Ability to manage sales team's daily operations. "
Full Stack Developer,InEvent,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b3afb7f4fdab8dd6456b9-full-stack-developer,,"Fast learner, Creativity and curiosity, Resilient and proactive mindset"," Qualifications:  6+ months web development experience, Experience with REST API, Linux, Docker. "
Safety Inspector,AE Works Ltd.,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50167f4fdab8dd670149-safety-inspector,Senior (5-10 years),"Strong organizational and interpersonal skills, Excellent written and oral communication"," Qualifications:  5+ years in safety compliance, management, Experience in conducting inspections and analysis. "
Physical Safety Specialist,AE Works Ltd.,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50127f4fdab8dd66ffda-physical-safety-specialist,Senior (5-10 years),"Strong organizational skills, Excellent interpersonal and writing skills"," Qualifications:  5+ years experience in environmental health and safety compliance, PSP Certification, Experience in incident investigation and data analysis, Proficiency in Microsoft Office products. "
RHN CPA is Always Looking for Stars!,RHN CPA,Remote:Canada,Full remote,3 days ago,https://jobgether.com/offer/666b50157f4fdab8dd6700ac-rhn-cpa-is-always-looking-for-stars,,"Proactive mindset, Team player, great communication skills", Qualifications:  . 
Lead Network Cabling Technician,Weaver Technologies,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b500f7f4fdab8dd66fe8c-lead-network-cabling-technician,Senior (5-10 years),"Excellent communication skills, Problem-solving mindset"," Qualifications:  High school diploma or equivalent, 5+ years experience in cabling. "
"QA Test Analyst (contract-to-hire) at Nooks Communications, Inc.",Nooks,29 - 192KRemote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50147f4fdab8dd67009a-qa-test-analyst-contract-to-hire-at-nooks-communications-inc.,,"Detail-oriented with problem-solving skills, Passionate about customer service, Effective communication and technical expertise"," Qualifications:  Strong technical background in QA work, Knowledge of testing methodologies and tools. "
Remote Sales Consultant at Fish Financial Agency,Fish Financial Agency LLC,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50157f4fdab8dd6700f4-remote-sales-consultant-at-fish-financial-agency,,"Self-driven professional, Grit, teachable, strong 'why', Proactive, team player"," Qualifications:  No experience needed - training provided, Life, Health, Accident Producer License required. "
Financial Sales Agent - Remote at Fish Financial Agency,Fish Financial Agency LLC,Remote:Colorado (USA),Full remote,3 days ago,https://jobgether.com/offer/666b500b7f4fdab8dd66fcf8-financial-sales-agent---remote-at-fish-financial-agency,,"Self-driven professional with time management, Effective communication and listening skills"," Qualifications:  Life, Health, Accident Producer License, No experience required, training provided. "
Senior UX Designer at ShipHero,ShipHero,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4da-senior-ux-designer-at-shiphero,Senior (5-10 years),"Great team player, Continuous learning enthusiast"," Qualifications:  Minimum 5 years as a UX designer, Proficiency in Figma. "
Creative Director at Design in DC,Design in DC,Remote:Washington (USA),Full remote,3 days ago,https://jobgether.com/offer/666b50087f4fdab8dd66fbbf-creative-director-at-design-in-dc,Mid-level (2-5 years),"Excellent communication and leadership skills, Organized, proactive, team player"," Qualifications:  Minimum 4 years experience as a Creative Director or similar role, Expertise in digital design trends and best practices. "
Professor-Autor - Videoaulas - Relaxamento e Inspiração Criativa,Vitru Education,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b50147f4fdab8dd670062-professor-autor---videoaulas---relaxamento-e-inspiracao-criativa,,Organized and efficient team player," Qualifications:  Specialization or higher degree in related field, Experience in audiovisual production. "
Professor-Autor - Videoaulas - Learnability e Ampliação de Repertório Criativo,Vitru Education,"Remote:Brazil, Delaware (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b50147f4fdab8dd67005e-professor-autor---videoaulas---learnability-e-ampliacao-de-repertorio-criativo,,," Qualifications:  Specialization/ Master's/ PhD in the field, Own recording equipment, Full HD resolution, Teaching experience, video production skills. "
"Director, Owned Media at True Classic",True Classic,Remote:California (USA),Full remote,3 days ago,https://jobgether.com/offer/666b500a7f4fdab8dd66fc4f-director-owned-media-at-true-classic,Senior (5-10 years),"Team builder with great leadership skills., Excellent communicator and collaborator., Proactive, adaptable with entrepreneurial spirit., Analytical thinker with strong problem-solving abilities., Creative, innovative, and empathetic leader."," Qualifications:  7+ years of marketing experience in senior leadership role., Bachelor’s degree in Marketing, Business, or related field (MBA preferred)., Familiarity with e-commerce, direct-to-consumer brands., Strong analytical and problem-solving skills., Excellent project management and organizational skills.. "
"Director, Creative & Content at True Classic",True Classic,Remote:California (USA),Full remote,3 days ago,https://jobgether.com/offer/666b500a7f4fdab8dd66fc45-director-creative-content-at-true-classic,Senior (5-10 years),"Strong leadership and communication skills, Excellent project management and organizational abilities, Entrepreneurial spirit and team player"," Qualifications:  7+ years marketing experience in senior leadership, Bachelor’s degree in Marketing, Business, or related. "
"Director, Brand Strategy & Partnerships at True Classic",True Classic,Remote:California (USA),Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4d6-director-brand-strategy-partnerships-at-true-classic,Senior (5-10 years),"Strong leadership and mentoring abilities., Excellent communication and collaboration skills., Proactive, adaptable, team player, problem solver."," Qualifications:  7+ years marketing experience in leadership role., Bachelor’s degree in Marketing or related field.. "
Desenvolvedor Front End Pleno (App e Web),Leega,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4d2-desenvolvedor-front-end-pleno-app-e-web,,"Excellent problem-solving skills, Attention to detail, Proactive mindset, team player"," Qualifications:  Experience in React Native and React, Knowledge of Javascript/Typescript, Git, Html, CSS. "
IT asset and supplier manager at Social Discovery Group,Social Discovery Group,Remote:Serbia,Full remote,3 days ago,https://jobgether.com/offer/666b500d7f4fdab8dd66fd9b-it-asset-and-supplier-manager-at-social-discovery-group,,"Effective communication skills, Detail-oriented approach, Proactive problem-solving mindset, Team player attitude"," Qualifications:  Relevant IT assets and infrastructure experience, Proficiency in Excel, Experience in negotiating with IT providers, Understanding of CMDB operations, English proficiency at B2+ level. "
Field Service Engineer at Russells Technical Products,Russells Technical Products,54 - 105KRemote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4ce-field-service-engineer-at-russells-technical-products,Mid-level (2-5 years),"Effective customer relationship builder, Attention to detail and technical problem-solving"," Qualifications:  Minimum 2 years HVAC/R experience with single stage refrigeration knowledge, Education or training in refrigeration, electronics, controls programming, and field service. "
React Developer | Senior,Compass.uol,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd662063-react-developer-senior,Mid-level (2-5 years),"Collaborative team player, Innovative problem solver"," Qualifications:  Front-end development with React and advanced JavaScript., Experience with HTML5, CSS, responsive design, API consumption., Familiarity with Hooks, clean code principles, Agile methodology.. "
Node.js Developer | Mid/Senior,Compass.uol,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b50117f4fdab8dd66ff5c-node.js-developer-mid-senior,Mid-level (2-5 years),"Team player, Proactive mindset"," Qualifications:  Solid knowledge in JavaScript ES6+, Experience with NodeJS, Express/NestJS/Koa, and RESTful APIs, Familiarity with NoSQL and relational databases, automated tests, Git, Docker, CI/CD, and Agile methodologies. "
Digital Marketing Manager (SubSub) at Genesis,Genesis Tech,Remote:Ukraine,Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd66205f-digital-marketing-manager-subsub-at-genesis,,"Team player, Proactive mindset, Excellent communication skills, Analytical thinking"," Qualifications:  Experience in creative industries and content production, Budgeting and people management experience, Upper-Intermediate+ English proficiency, Skills in lead generation, PPC, SEO, content, Product launch experience. "
Head of Product & Operations | 6037 at Genesis,Genesis Tech,Remote:Ukraine,Full remote,3 days ago,https://jobgether.com/offer/666b500c7f4fdab8dd66fd5d-head-of-product-operations-6037-at-genesis,,"Analytical thinking, Excellent communication skills, Effective leadership capabilities"," Qualifications:  3+ years of relevant corporate experience in systematic companies, Fundamental analytical mindset, Professional knowledge and skills in financial planning tools, Developed Business Acumen, Fluent communication in English at Upper Intermediate+ level, Experience managing projects and coordinating teams of 5+ people. "
Technical SAP Basis Consultant,SAM Manpower and Career Services LLP,Fixed termRemote:India,Full remote,3 days ago,https://jobgether.com/offer/666b501a7f4fdab8dd6702c4-technical-sap-basis-consultant,Junior (1-2 years),," Qualifications:  4+ years of experience in SAP Basis, Knowledge of SAP migration and upgrades. "
Full stack Developer (Immediate joiner),Sourcing X-Press,Full timeRemote:India,Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4a8-full-stack-developer-immediate-joiner,,"Strong commitment to excellence, Proactive, team player, analytical thinker"," Qualifications:  Extensive knowledge of NestJS/NodeJS & NextJS/React, Proficient in TypeScript/JavaScript. "
Data engineer (Promova) at Genesis,Genesis Tech,Remote:Ukraine,Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd66205b-data-engineer-promova-at-genesis,,"Collaborative team player, Proactive problem solver"," Qualifications:  2+ years experience as a data engineer or data analyst, Experience with Python, SQL, ETL pipelines, Git, Docker, and Google Cloud. "
Business Development Representative - BDR Júnior,Weni,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd662055-business-development-representative---bdr-junior,,"Great organization and communication skills, Proactive mindset and analytical thinking"," Qualifications:  Knowledge in persuasion techniques, Sales and active prospecting experience, Understanding of inbound/outbound marketing, Familiarity with CRM tools and Excel/Google Sheets. "
DevSecOps - Especialista em Infraestrutura Multi-Cloud e Segurança de Aplicações,Fretadão,"Remote:Brazil, Delaware (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd66204f-devsecops---especialista-em-infraestrutura-multi-cloud-e-seguranca-de-aplicacoes,,"Team player, proactive, problem-solver, Excellent communication skills"," Qualifications:  Degree in related field, 5+ years in DevSecOps, Proficiency in AWS and multi-cloud environments, Experience in CI/CD and security practices, Knowledge of security tools and technologies. "
Desenvolvedor(a) Full Stack Sênior - Ruby on Rails,Fretadão,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd662049-desenvolvedor-a-full-stack-senior---ruby-on-rails,,"Team player, Effective communication, Proactive problem-solving capabilities"," Qualifications:  Bachelor's degree in Computer Science or related fields, Minimum 5 years experience as Full Stack Developer, 3 years with Ruby on Rails, Proficiency in Ruby on Rails, JavaScript, HTML, CSS, PostgreSQL, Redis. "
Technical Program Manager (Remote Opportunity) at VetsEZ,VetsEZ,Remote:Washington (USA),Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4ca-technical-program-manager-remote-opportunity-at-vetsez,Expert & Leadership (>10 years),"Flexible in changing environments., Strong analytical, communication, and presentation skills."," Qualifications:  Bachelor's or Master's degrees in Computer Science, IT, or related field., 10+ years project management experience in highly technical initiatives., 5+ years program management experience with AWS technologies and IT infrastructure expertise.. "
SVP of Marketing at Pompa Program,Pompa Program,Remote:Arkansas (USA),Full remote,3 days ago,https://jobgether.com/offer/666b50167f4fdab8dd670142-svp-of-marketing-at-pompa-program,,"Excellent leadership and team management skills., Understands marketing analytics and performance metrics."," Qualifications:  Proven experience in social media marketing, digital marketing, and SEO., Expertise in managing PR firms and developing brand strategies.. "
Pessoa Mentora de Programa de Formação Java Sênior,Montreal Oficial,"Remote:Brazil, Delaware (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4c6-pessoa-mentora-de-programa-de-formacao-java-senior,,"Leadership, communication, emotional intelligence, Strategic vision, work under pressure"," Qualifications:  Senior level experience required, Academic/corporate background in teaching/training, Experience with Agile methodologies (Scrum, Kanban), Degree in IT field, Proven experience with JAVA, Spring projects. "
"Full Stack Software Engineer (Java, React) (on Contract)",Relic Consultancy Services,Fixed termRemote:India,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e478-full-stack-software-engineer-java-react-on-contract,Mid-level (2-5 years),"Team-first attitude, Effective communication with stakeholders"," Qualifications:  3-5 years of Java and React experience, Experience with RESTful APIs, PostgreSQL, AWS services, Docker, and Kubernetes. "
L3 IT Support Engineer at Sharesource,Sharesource,Remote:Philippines,Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4c2-l3-it-support-engineer-at-sharesource,Senior (5-10 years),"Team player with great communication skills, Proactive problem solver and adaptable, Detail-oriented and supportive, Builds relationships and promotes service excellence"," Qualifications:  Minimum 5 years IT experience, Strong understanding of IT principles, Experience in Microsoft O365, Azure, AWS. "
Occupational Safety Analyst at Concurrent Technologies Corporation,Concurrent Technologies Corporation,Remote:Georgia (USA),Full remote,3 days ago,https://jobgether.com/offer/666b50117f4fdab8dd66ff76-occupational-safety-analyst-at-concurrent-technologies-corporation,Expert & Leadership (>10 years),"Excellent communication and organization skills, Attention to detail, Ability to work independently and in a team"," Qualifications:  Master’s degree in technical field, 10 years of experience in occupational safety and health programs. "
"Sr. Engineering Specialist II / Principal Engineering Specialist (Civil/Geotechnical) at Strata-G, LLC","Strata-G, LLC","Remote:Suriname, Tennessee (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b50197f4fdab8dd670214-sr.-engineering-specialist-ii-principal-engineering-specialist-civil-geotechnical-at-strata-g-llc,Mid-level (2-5 years),"Excellent oral and written communications skills, Proactive approach to problem-solving"," Qualifications:  Bachelor’s Degree in engineering, architecture or science, 15+ years discipline experience, Master's degree with Geotechnical concentration preferred, Professional Engineering License preferred. "
"Sr Engineer I – Sr Engineer III (Mechanical Engineering) at Strata-G, LLC","Strata-G, LLC","Remote:Suriname, Tennessee (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4be-sr-engineer-i---sr-engineer-iii-mechanical-engineering-at-strata-g-llc,Senior (5-10 years),"Excellent communication skills, Acts with integrity, Team player & listens effectively"," Qualifications:  Bachelor's degree in engineering, 7+ years of experience, Professional Engineer License preferred. "
"Project Engineer I-III (Structural) at Strata-G, LLC","Strata-G, LLC",Remote:Tennessee (USA),Full remote,3 days ago,https://jobgether.com/offer/666b50147f4fdab8dd670068-project-engineer-i-iii-structural-at-strata-g-llc,Mid-level (2-5 years),"Effective oral and written communication, Supervisory skills, Integrity and positive attitude"," Qualifications:  Bachelor's degree in engineering, 12+ years of total engineering experience. "
"Engineer II – Sr Engineer I (Electrical Engineer) at Strata-G, LLC","Strata-G, LLC","Remote:Suriname, Tennessee (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4ba-engineer-ii---sr-engineer-i-electrical-engineer-at-strata-g-llc,Mid-level (2-5 years),"Clear communication, Positive attitude, Effective listening skills"," Qualifications:  Bachelor's degree in engineering or science, 2+ years of experience, FE (EIT) certificate preferred. "
Lab Operations Manager at Zeno Power,Zeno Power,90 - 130KRemote:Washington (USA),Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4b6-lab-operations-manager-at-zeno-power,Senior (5-10 years),"Strong communication, analytical skills"," Qualifications:  Bachelor’s degree in a technical field, 5+ years experience in health and safety. "
"Especialista I em Performance de Crédito, Cobrança e Fraude",Grupo Boticário,"Remote:Brazil, Delaware (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b500a7f4fdab8dd66fc95-especialista-i-em-performance-de-credito-cobranca-e-fraude,,"Results-oriented team player with proactive mindset, Clear communicator with strategic vision"," Qualifications:  Undergraduate degree in Administration, Economics, Statistics or related field, Proven experience in data analysis, performance monitoring or related areas, Advanced knowledge in statistical analysis and BI tools, Excellent communication skills and ability to present insights clearly and persuasively, Strategic vision and analytical thinking capability. "
Senior Staff Full Stack Flutter Software Engineer at Olly Olly,Olly Olly,"Remote:Colombia, Argentina, Chile, Peru",Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd662043-senior-staff-full-stack-flutter-software-engineer-at-olly-olly,Mid-level (2-5 years),"Attention to detail, Critical thinking, Problem solving mindset, Innovative approach"," Qualifications:  10-15 years experience in relevant field., Expertise in Flutter/Dart and SQL.. "
Sales Development Representative Sênior (SDR),Lett,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd66203f-sales-development-representative-senior-sdr,,"Strong communication and listening skills, Resilience, creativity, autonomy, organization, Proactive, team player"," Qualifications:  Exceptional information gathering skills, Experience in active prospecting of potential clients. "
"Technical Content Creator & Developer Relations at HarperDB, Inc.","HarperDB, Inc.","Remote:Colorado (USA), Indiana (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd66203b-technical-content-creator-developer-relations-at-harperdb-inc.,,"Continuous learner, Passion for technology development, Curious and creative storyteller"," Qualifications:  5+ years building enterprise applications, Tech content creation experience (1+ year), Knowledge in Node.js, Python, or Go, Understanding of NoSQL and SQL databases, Great storytelling skills, Strong written and verbal communication. "
